Date de Scoring,Identifiant Bloomberg Company,ISSUER_EQUITY_TICKER,Nom de l'émetteur,Identifiant sous industrie GICS,Groupe Industrie GICS,Pays,Score ESG brut
2 avr. 2025,111270,BA/ LN,BAE Systems Plc,20101010,Capital Goods,GB,11.04506509
2 avr. 2025,111271,BAA LN,Heathrow Airport Holdings Ltd.,20305010,Transportation,GB,5.479315713
2 avr. 2025,111277,BLND LN,The British Land Co. Plc,60101010,Real Estate,GB,11.37086715
2 avr. 2025,111306,BNZL LN,Bunzl Plc,20107010,Capital Goods,GB,9.301132963
2 avr. 2025,11131502,MONT BB,MONTEA NV,60101020,Real Estate,BE,11.69432837
2 avr. 2025,11131610,HOC LN,Hochschild Mining Plc,15104030,Materials,GB,11.73450561
2 avr. 2025,111323,CNE LN,Capricorn Energy Plc,10102020,Energy,GB,13.39925078
2 avr. 2025,111335,CPI LN,Capita Plc,45102020,Software & Services,GB,11.42380581
2 avr. 2025,111336,CAL LN,Capital & Regional Plc,60101070,Real Estate,GB,10.1407751
2 avr. 2025,111361,CHG LN,Chemring Group Plc,20101010,Capital Goods,GB,7.941881846
2 avr. 2025,111374,RTN LN,The Restaurant Group Plc,25301040,Consumer Services,GB,10.45398432
2 avr. 2025,111381,CKN LN,Clarkson Plc,20202020,Commercial & Professional Services,GB,4.863648059
2 avr. 2025,111382,UAI LN,,,,,12.21532872
2 avr. 2025,111387,CBG LN,Close Brothers Group Plc,40101010,Banks,GB,6.507835424
2 avr. 2025,111398,AV/ LN,Aviva Plc,40301030,Insurance,GB,11.28897317
2 avr. 2025,111410,VSVS LN,Vesuvius Plc,20106020,Capital Goods,GB,10.43287843
2 avr. 2025,11141956,RSTON SP,Riverstone Holdings Ltd,35101020,Healthcare Equipment & Services,SG,12.22029459
2 avr. 2025,111420,CSP LN,Countryside Partnerships Plc,25201030,Consumer Durables & Apparel,GB,8.292120398
2 avr. 2025,111429,CWK LN,Cranswick Plc,30202030,"Food, Beverage & Tobacco",GB,11.32357701
2 avr. 2025,111435,CRH US,CRH Plc,15102010,Materials,US,14.20048039
2 avr. 2025,111436,CRDA LN,Croda International Plc,15101050,Materials,GB,10.97349484
2 avr. 2025,111450,DMGT LN,Daily Mail & General Trust Plc,50201040,Media & Entertainment,GB,5.570001873
2 avr. 2025,111456,JET2 LN,Jet2 Plc,20302010,Transportation,GB,4.886531854
2 avr. 2025,111463,DLAR LN,De La Rue Plc,20201010,Commercial & Professional Services,GB,14.90095545
2 avr. 2025,111471,DLN LN,Derwent London Plc,60101040,Real Estate,GB,8.528362589
2 avr. 2025,111477,DPLM LN,Diploma Plc,20107010,Capital Goods,GB,8.46169983
2 avr. 2025,11147715,6640 JP,I-PEX Inc.,45203015,Technology Hardware & Equipment,JP,14.33790402
2 avr. 2025,11148051,AFT SJ,Afrimat Ltd.,15102010,Materials,ZA,8.599425072
2 avr. 2025,111495,DRD SJ,DRDGOLD Ltd.,15104030,Materials,ZA,13.72303429
2 avr. 2025,111501,599187Q LN,Western Power Distribution (East Midlands) Plc,55101010,Utilities,GB,10.38517841
2 avr. 2025,11151045,NEC AU,Nine Entertainment Co. Holdings Ltd.,50201020,Media & Entertainment,AU,8.305214793
2 avr. 2025,11151669,AC CN,Air Canada,20302010,Transportation,CA,14.10764297
2 avr. 2025,111519,RS1 LN,RS Group Plc,20107010,Capital Goods,GB,12.12070289
2 avr. 2025,111567,SXS LN,Spectris Plc,45203010,Technology Hardware & Equipment,GB,12.10673959
2 avr. 2025,111593,FSJ LN,James Fisher & Sons Plc,20305030,Transportation,GB,11.19984917
2 avr. 2025,11159430,002088 CH,Luyang Energy-Saving Materials Co Ltd,15101010,Materials,CN,3.799905843
2 avr. 2025,11160619,002079 CH,Suzhou Good-Ark Electronics Co. Ltd.,45301020,Semiconductors & Semiconductor Equipment,CN,9.769415809
2 avr. 2025,11161027,RIT1 IT,REIT 1 Ltd.,60101010,Real Estate,IL,0.739983843
2 avr. 2025,11161707,TAEE11 BZ,Transmissora Aliança de Energia Elétrica SA,55101010,Utilities,BR,10.95980935
2 avr. 2025,111619,FSTA LN,Fuller Smith & Turner Plc,25301040,Consumer Services,GB,5.370215488
2 avr. 2025,11161923,ALOS3 BZ,Allos SA,60102020,Real Estate,BR,11.77030133
2 avr. 2025,11162481,546 HK,Fufeng Group Ltd.,15101020,Materials,CN,5.942309006
2 avr. 2025,11162837,CSIQ US,Canadian Solar Inc,45301020,Semiconductors & Semiconductor Equipment,CA,11.72260863
2 avr. 2025,111641,GKN LN,,,,,11.72314952
2 avr. 2025,111642,GLE LN,MJ Gleeson Plc,25201030,Consumer Durables & Apparel,GB,8.336775255
2 avr. 2025,111651,ZIG LN,Zigup Plc,20304020,Transportation,GB,6.61654251
2 avr. 2025,111657,GRI LN,Grainger Plc,60102020,Real Estate,GB,9.322008994
2 avr. 2025,111663,GPE LN,Great Portland Estates Plc,60101040,Real Estate,GB,12.61166746
2 avr. 2025,111665,0876218D LN,,,,,12.29449778
2 avr. 2025,111669,GNC LN,Greencore Group Plc,30202030,"Food, Beverage & Tobacco",IE,10.49697781
2 avr. 2025,111673,GRG LN,Greggs Plc,25301040,Consumer Services,GB,9.812388032
2 avr. 2025,111680,DGE LN,Diageo Plc,30201020,"Food, Beverage & Tobacco",GB,9.513928509
2 avr. 2025,111687,HLMA LN,Halma Plc,45203010,Technology Hardware & Equipment,GB,10.51305413
2 avr. 2025,111688,JHD LN,James Halstead Plc,20102010,Capital Goods,GB,4.392529105
2 avr. 2025,111691,HMSO LN,Hammerson Plc,60101070,Real Estate,GB,11.57884141
2 avr. 2025,111696,HAR SJ,Harmony Gold Mining Co. Ltd.,15104030,Materials,ZA,12.96454615
2 avr. 2025,111700,ELM LN,Elementis Plc,15101050,Materials,GB,10.01388397
2 avr. 2025,111712,HAS LN,Hays plc,20202010,Commercial & Professional Services,GB,7.597954863
2 avr. 2025,111714,HEAD LN,Headlam Group Plc,25501010,Retailing,GB,9.164197878
2 avr. 2025,111721,HLCL LN,Helical Plc,60101040,Real Estate,GB,13.86961506
2 avr. 2025,111739,HILS LN,Hill & Smith Plc,15104050,Materials,GB,7.01684357
2 avr. 2025,111759,HSBA LN,HSBC Holdings Plc,40101010,Banks,GB,8.236003663
2 avr. 2025,111764,HTG LN,Hunting Plc,10101020,Energy,GB,9.604733458
2 avr. 2025,111767,IBST LN,Ibstock Plc,15102010,Materials,GB,9.611853991
2 avr. 2025,111769,IMI LN,IMI Plc,20106020,Capital Goods,GB,9.245073344
2 avr. 2025,111770,IMP SJ,Impala Platinum Holdings Ltd.,15104040,Materials,ZA,15.50984316
2 avr. 2025,111773,INCH LN,Inchcape Plc,25501010,Retailing,GB,6.688394311
2 avr. 2025,111783,INTRUM SS,Intrum AB,20201070,Commercial & Professional Services,SE,12.37681855
2 avr. 2025,111785,IVZ US,Invesco Ltd.,40203010,Diversified Financials,US,11.78525523
2 avr. 2025,111809,JSG LN,Johnson Service Group Plc,20201070,Commercial & Professional Services,GB,8.03483281
2 avr. 2025,111810,JMAT LN,Johnson Matthey Plc,15101050,Materials,GB,11.42172114
2 avr. 2025,111822,KMR LN,Kenmare Resources Plc,15104020,Materials,IE,11.4656312
2 avr. 2025,111827,KGF LN,Kingfisher plc,25504030,Retailing,GB,11.58502686
2 avr. 2025,111846,LAND LN,Land Securities Group Plc,60101010,Real Estate,GB,12.21532872
2 avr. 2025,11184953,FPT VN,FPT Corp,45102010,Software & Services,VN,5.606012439
2 avr. 2025,111854,LGEN LN,Legal & General Group Plc,40301020,Insurance,GB,8.406939424
2 avr. 2025,111860,RAC LN,RAC Group Ltd.,25302020,Consumer Services,GB,6.592380952
2 avr. 2025,111879,1004Q LN,,,,,6.861673899
2 avr. 2025,111886,FRO US,Frontline Plc,10102040,Energy,CY,8.715439145
2 avr. 2025,111894,LMI LN,,,,,15.82973586
2 avr. 2025,111895,LOOK LN,Lookers Plc,25504050,Retailing,GB,6.608110276
2 avr. 2025,111925,1042Q LN,SP Manweb Plc,55101010,Utilities,GB,13.93800189
2 avr. 2025,111927,MKS LN,Marks & Spencer Group Plc,30101030,Food & Staples Retailing,GB,8.579706322
2 avr. 2025,111930,MSLH LN,Marshalls Plc,15102010,Materials,GB,13.29670475
2 avr. 2025,111946,MGGT LN,Meggitt Ltd,20101010,Capital Goods,GB,11.33151303
2 avr. 2025,111949,MNZS LN,John Menzies Ltd,20301010,Transportation,GB,9.294810348
2 avr. 2025,111960,HWDN LN,Howden Joinery Group Plc,20107010,Capital Goods,GB,5.13220089
2 avr. 2025,111965,APTD LN,Aptitude Software Group Plc,45103010,Software & Services,GB,6.010359558
2 avr. 2025,111970,MID LN,,,,,8.236003663
2 avr. 2025,111978,MTO LN,MITIE Group Plc,20201050,Commercial & Professional Services,GB,13.35931674
2 avr. 2025,111999,PAG LN,Paragon Banking Group Plc,40102010,Banks,GB,11.90014602
2 avr. 2025,112011,NXT LN,Next Plc,25503010,Retailing,GB,12.77617673
2 avr. 2025,112022,UU/ LN,United Utilities Group Plc,55104010,Utilities,GB,16.05861375
2 avr. 2025,11203116,002092 CH,Xinjiang Zhongtai Chemical Co. Ltd.,15101010,Materials,CN,2.781572767
2 avr. 2025,11204304,828744Z LN,,,,,14.10063561
2 avr. 2025,11204457,FIRT SP,First Real Estate Investment Trust,60101050,Real Estate,SG,9.817942802
2 avr. 2025,11204665,BXB AU,Brambles Ltd.,20201070,Commercial & Professional Services,AU,15.85420467
2 avr. 2025,11204969,829061Z NZ,,,,,15.41694761
2 avr. 2025,112053,OXIG LN,Oxford Instruments Plc,45203010,Technology Hardware & Equipment,GB,8.130785272
2 avr. 2025,11206187,3234 JP,Mori Hills REIT Investment Corp,60101040,Real Estate,JP,9.607166997
2 avr. 2025,11206255,MBTN SW,Meyer Burger Technology AG,45301020,Semiconductors & Semiconductor Equipment,CH,4.090063404
2 avr. 2025,112065,PZC LN,PZ Cussons Plc,30302010,Household & Personal Products,GB,8.997876394
2 avr. 2025,112067,PSON LN,Pearson Plc,25302010,Consumer Services,GB,14.37064259
2 avr. 2025,112071,PINE LN,Pinewood Technologies Group Plc,45103010,Software & Services,GB,10.1699326
2 avr. 2025,112080,PSN LN,Persimmon Plc,25201030,Consumer Durables & Apparel,GB,7.101533387
2 avr. 2025,112081,MEGP LN,ME Group International Plc,25302020,Consumer Services,GB,4.691511633
2 avr. 2025,112099,PRV LN,Porvair Plc,20106020,Capital Goods,GB,6.851207352
2 avr. 2025,112104,HBR LN,Harbour Energy Plc,10102020,Energy,GB,10.99852115
2 avr. 2025,112120,VANQ LN,Vanquis Banking Group Plc,40202010,Diversified Financials,GB,9.253981297
2 avr. 2025,112122,PRU LN,Prudential Plc,40301020,Insurance,GB,9.882927226
2 avr. 2025,11212641,AQH AU,,,,,10.43402802
2 avr. 2025,11213545,DHX US,DHI Group Inc,50203010,Media & Entertainment,US,
2 avr. 2025,112145,RNK LN,Rank Group Plc,25301010,Consumer Services,GB,7.919919935
2 avr. 2025,112149,RAT LN,Rathbones Group Plc,40203010,Diversified Financials,GB,9.364474014
2 avr. 2025,112150,SIG US,Signet Jewelers Ltd.,25504040,Retailing,BM,13.39700899
2 avr. 2025,112156,RKT LN,Reckitt Benckiser Group Plc,30301010,Household & Personal Products,GB,10.838174
2 avr. 2025,112161,REL LN,RELX Plc,20202020,Commercial & Professional Services,GB,12.90950586
2 avr. 2025,112168,RSW LN,Renishaw Plc,45203010,Technology Hardware & Equipment,GB,8.139824499
2 avr. 2025,112171,RTO LN,Rentokil Initial Plc,20201050,Commercial & Professional Services,GB,10.20205449
2 avr. 2025,11217242,3064 JP,MonotaRO Co Ltd,20107010,Capital Goods,JP,11.135503
2 avr. 2025,11217510,002091 CH,Jiangsu Guotai International Group Co Ltd,20107010,Capital Goods,CN,3.179072518
2 avr. 2025,11217562,601872 CH,China Merchants Energy Shipping Co. Ltd.,10102040,Energy,CN,5.783128797
2 avr. 2025,112176,RCDO LN,Ricardo Plc,20202020,Commercial & Professional Services,GB,12.31417622
2 avr. 2025,11217910,SMCI US,Super Micro Computer Inc,45202030,Technology Hardware & Equipment,US,9.207065898
2 avr. 2025,11218278,PRTS US,CarPartscom Inc,25504050,Retailing,US,6.266145073
2 avr. 2025,112185,RR/ LN,Rolls-Royce Holdings Plc,20101010,Capital Goods,GB,12.17787937
2 avr. 2025,11218690,AER US,AerCap Holdings NV,20107010,Capital Goods,IE,9.671467129
2 avr. 2025,112192,ROR LN,Rotork Plc,20106020,Capital Goods,GB,9.304389215
2 avr. 2025,112194,NWG LN,NatWest Group Plc,40101010,Banks,GB,10.31958857
2 avr. 2025,112196,RPS LN,RPS Group Ltd,20202020,Commercial & Professional Services,GB,11.7738589
2 avr. 2025,112207,SBRY LN,J Sainsbury Plc,30101030,Food & Staples Retailing,GB,8.615343018
2 avr. 2025,112212,SAP SJ,Sappi Ltd.,15105020,Materials,ZA,12.83074688
2 avr. 2025,112213,SOL SJ,Sasol Ltd,15101020,Materials,ZA,13.64285525
2 avr. 2025,112216,SVS LN,Savills Plc,60102040,Real Estate,GB,9.106022032
2 avr. 2025,112221,SDR LN,Schroders Plc,40203010,Diversified Financials,GB,11.23236792
2 avr. 2025,112225,SSE LN,SSE Plc,55101010,Utilities,GB,11.59770542
2 avr. 2025,112228,STVG LN,STV Group Plc,50201020,Media & Entertainment,GB,7.99783966
2 avr. 2025,112243,SNR LN,Senior Plc,20101010,Capital Goods,GB,9.397735584
2 avr. 2025,112244,SRP LN,Serco Group Plc,20201050,Commercial & Professional Services,GB,9.948824097
2 avr. 2025,112248,SFR LN,Severfield Plc,20103010,Capital Goods,GB,10.00519754
2 avr. 2025,112249,SVT LN,Severn Trent Plc,55104010,Utilities,GB,10.93444978
2 avr. 2025,112253,RWI LN,Renewi Plc,20201050,Commercial & Professional Services,GB,9.589973639
2 avr. 2025,112257,SHI LN,SIG Plc,20107010,Capital Goods,GB,10.60807932
2 avr. 2025,11225923,KGX GR,KION GROUP AG,20106020,Capital Goods,DE,10.33088
2 avr. 2025,11225975,3533 TT,Lotes Co. Ltd.,45203015,Technology Hardware & Equipment,TW,15.53840724
2 avr. 2025,112277,MGNS LN,Morgan Sindall Group plc,20103010,Capital Goods,GB,12.07143277
2 avr. 2025,112283,SGRO LN,SEGRO PLC,60101020,Real Estate,GB,12.2065029
2 avr. 2025,112285,SN/ LN,Smith & Nephew plc,35101010,Healthcare Equipment & Services,GB,9.732330407
2 avr. 2025,112286,SMDS LN,DS Smith Plc,15103020,Materials,GB,10.36602296
2 avr. 2025,11228649,091700 KS,PARTRON Co. Ltd.,45203015,Technology Hardware & Equipment,KR,3.889120817
2 avr. 2025,11228674,084110 KS,Huons Global Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",KR,9.411650838
2 avr. 2025,112290,SMIN LN,Smiths Group Plc,20105010,Capital Goods,GB,9.53768251
2 avr. 2025,112298,PNN LN,Pennon Group Plc,55104010,Utilities,GB,14.92056855
2 avr. 2025,11230319,NETM IN,Network18 Media & Investments Ltd,50201020,Media & Entertainment,IN,9.122172925
2 avr. 2025,112310,SPX LN,Spirax Group Plc,20106020,Capital Goods,GB,11.21688953
2 avr. 2025,112313,KCT LN,Kin & Carta Holdco Ltd,20202020,Commercial & Professional Services,GB,8.584317639
2 avr. 2025,112314,STJ LN,St. James's Place Plc,40203010,Diversified Financials,GB,11.55902723
2 avr. 2025,112315,SMP LN,,,,,10.64502862
2 avr. 2025,112319,STAN LN,Standard Chartered Plc,40101010,Banks,GB,8.193887905
2 avr. 2025,11233344,ODPV3 BZ,OdontoPrev SA,35102030,Healthcare Equipment & Services,BR,10.07745518
2 avr. 2025,112341,RSA LN,RSA Insurance Group Ltd.,40301040,Insurance,GB,10.61724213
2 avr. 2025,11234117,LMP LN,LondonMetric Property Plc,60101010,Real Estate,GB,7.964963567
2 avr. 2025,11234321,MRFG3 BZ,Marfrig Global Foods SA,30202030,"Food, Beverage & Tobacco",BR,13.12931175
2 avr. 2025,112360,TATE LN,Tate & Lyle Plc,30202030,"Food, Beverage & Tobacco",GB,10.77551182
2 avr. 2025,11236335,1818 HK,Zhaojin Mining Industry Co. Ltd.,15104030,Materials,CN,7.685834363
2 avr. 2025,112364,TW/ LN,Taylor Wimpey Plc,25201030,Consumer Durables & Apparel,GB,9.716805867
2 avr. 2025,11236471,002097 CH,Sunward Intelligent Equipment Co. Ltd.,20106010,Capital Goods,CN,7.184284901
2 avr. 2025,112370,TSCO LN,Tesco Plc,30101030,Food & Staples Retailing,GB,11.05999737
2 avr. 2025,112376,MGAM LN,Morgan Advanced Materials Plc,20106020,Capital Goods,GB,6.765618473
2 avr. 2025,112380,SGE LN,The Sage Group plc,45103010,Software & Services,GB,9.607794511
2 avr. 2025,11238561,3532 TT,Formosa Sumco Technology Corp.,45301020,Semiconductors & Semiconductor Equipment,TW,11.95391971
2 avr. 2025,112418,TPK LN,Travis Perkins Plc,20107010,Capital Goods,GB,8.114543653
2 avr. 2025,112419,TET LN,Treatt Plc,15101050,Materials,GB,8.867051499
2 avr. 2025,112424,RCH LN,Reach Plc,50201040,Media & Entertainment,GB,9.496477802
2 avr. 2025,112428,LLOY LN,Lloyds Banking Group Plc,40101010,Banks,GB,8.193887905
2 avr. 2025,112430,TTG LN,Tt Electronics Plc,45203015,Technology Hardware & Equipment,GB,8.930980367
2 avr. 2025,112431,TLW LN,Tullow Oil Plc,10102020,Energy,GB,11.60730888
2 avr. 2025,11245398,LSL LN,LSL Property Services Plc,60102040,Real Estate,GB,10.26305302
2 avr. 2025,11246763,002099 CH,Zhejiang Hisoar Pharmaceutical Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",CN,7.496750382
2 avr. 2025,112468,VCP LN,Victoria Plc,25201020,Consumer Durables & Apparel,GB,4.803850579
2 avr. 2025,112469,VID LN,Videndum Plc,25201010,Consumer Durables & Apparel,GB,11.13906831
2 avr. 2025,11247315,001979 CH,China Merchants Shekou Industrial Zone Holdings Co. Ltd.,60102030,Real Estate,CN,9.228096278
2 avr. 2025,112474,VLX LN,Volex Plc,20104010,Capital Goods,GB,10.58605912
2 avr. 2025,11247527,NGLS US,Targa Resources Partners LP,10102040,Energy,US,10.72786286
2 avr. 2025,112477,303 HK,VTech Holdings Ltd.,45201020,Technology Hardware & Equipment,HK,14.03722434
2 avr. 2025,112505,WEIR LN,The Weir Group Plc,20106010,Capital Goods,GB,12.6440807
2 avr. 2025,11251120,ALBRK TI,Albaraka Türk Katilim Bankasi AS,40101010,Banks,TR,10.7684952
2 avr. 2025,11251380,2233 HK,West China Cement Ltd.,15102010,Materials,CN,7.476336552
2 avr. 2025,11252050,552 HK,China Communications Services Corp Ltd,20103010,Capital Goods,CN,10.26658247
2 avr. 2025,112521,JDW LN,JD Wetherspoon Plc,25301040,Consumer Services,GB,9.484671666
2 avr. 2025,112522,4 HK,The Wharf (Holdings) Ltd.,60102010,Real Estate,HK,10.93787251
2 avr. 2025,11252670,LIAB SS,Lindab International AB,20102010,Capital Goods,SE,8.735536736
2 avr. 2025,112527,WTB LN,Whitbread Plc,25301020,Consumer Services,GB,13.73707644
2 avr. 2025,112548,MARS LN,Marston's Plc,25301040,Consumer Services,GB,13.35562552
2 avr. 2025,112554,WPP LN,WPP Plc,50201010,Media & Entertainment,GB,13.86064868
2 avr. 2025,112562,YKE LN,Northern Powergrid (Yorkshire) Plc,55101010,Utilities,GB,3.62546503
2 avr. 2025,112565,YNGN LN,Young & Co.'s Brewery Plc,25301040,Consumer Services,GB,4.180975719
2 avr. 2025,112568,SYNT LN,Synthomer Plc,15101050,Materials,GB,9.893774585
2 avr. 2025,112571,NESN SW,Nestlé SA,30202030,"Food, Beverage & Tobacco",CH,9.053599835
2 avr. 2025,112573,APE AU,Eagers Automotive Ltd.,25504050,Retailing,AU,8.818471597
2 avr. 2025,112580,ABC AU,ADBRI Ltd.,15102010,Materials,AU,7.852259761
2 avr. 2025,112590,ALK AU,Alkane Resources Ltd.,15104030,Materials,AU,11.368641
2 avr. 2025,112594,EVT AU,EVT Ltd,50202010,Media & Entertainment,AU,9.947731956
2 avr. 2025,11260111,601825 CH,Shanghai Rural Commercial Bank Co. Ltd.,40101010,Banks,CN,3.862264834
2 avr. 2025,112602,ARB AU,ARB Corp. Ltd.,25101010,Automobiles & Components,AU,7.169509128
2 avr. 2025,112620,AN3 AU,Australia & New Zealand Banking Group Ltd.,40101010,Banks,AU,10.92098536
2 avr. 2025,11262308,3835 JP,eBASE Co. Ltd.,45103010,Software & Services,JP,4.164031378
2 avr. 2025,11262416,LTR AU,Liontown Resources Ltd.,15104020,Materials,AU,9.001580743
2 avr. 2025,112647,ORG AU,Origin Energy Ltd,55101010,Utilities,AU,12.45830575
2 avr. 2025,112660,ALD AU,Ampol Ltd.,10102030,Energy,AU,9.620654064
2 avr. 2025,112662,ALQ AU,ALS Ltd.,20202020,Commercial & Professional Services,AU,12.85177461
2 avr. 2025,112665,CVN AU,Carnarvon Energy Ltd.,10102020,Energy,AU,8.407967019
2 avr. 2025,112669,CEY LN,Centamin Plc,15104030,Materials,GB,10.79049028
2 avr. 2025,11269460,SBH US,Sally Beauty Holdings Inc.,25504040,Retailing,US,6.85404286
2 avr. 2025,11269688,MHPC LI,MHP SE,30202030,"Food, Beverage & Tobacco",CY,10.06775172
2 avr. 2025,112699,CBA AU,Commonwealth Bank of Australia,40101010,Banks,AU,15.14369517
2 avr. 2025,112713,CMW AU,Cromwell Property Group,60101040,Real Estate,AU,12.16834704
2 avr. 2025,112717,RIO AU,Rio Tinto Ltd.,15104020,Materials,AU,10.18739412
2 avr. 2025,112720,CSR AU,CSR Ltd,20102010,Capital Goods,AU,8.481906613
2 avr. 2025,11274317,RADH SS,Radisson Hospitality AB,25301020,Consumer Services,SE,11.25011983
2 avr. 2025,112753,ERA AU,Energy Resources of Australia Ltd.,10102050,Energy,AU,9.231958437
2 avr. 2025,112770,NUF AU,Nufarm Ltd.,15101030,Materials,AU,12.15316241
2 avr. 2025,11277854,3560793Z LN,Meadowhall Finance Plc,40101015,Banks,GB,9.183729644
2 avr. 2025,112780,ELD AU,Elders Ltd,25501010,Retailing,AU,11.87190308
2 avr. 2025,112782,AOV AU,Amotiv Ltd,25101010,Automobiles & Components,AU,7.914511209
2 avr. 2025,112828,HVN AU,Harvey Norman Holdings Ltd.,25504020,Retailing,AU,9.393198832
2 avr. 2025,112841,HDG NA,Hunter Douglas NV,25201050,Consumer Durables & Apparel,NL,2.011029338
2 avr. 2025,112845,ORI AU,Orica Ltd.,15101010,Materials,AU,12.19112782
2 avr. 2025,112846,IMD AU,Imdex Ltd,15104020,Materials,AU,7.832036691
2 avr. 2025,112853,DOW AU,Downer EDI Ltd,20201070,Commercial & Professional Services,AU,12.59308497
2 avr. 2025,112857,JHX AU,James Hardie Industries Plc,15102010,Materials,IE,8.074235625
2 avr. 2025,11287870,846958Z GR,CABB GmbH,15101010,Materials,DE,8.982296729
2 avr. 2025,112882,LLC AU,Lendlease Group,60102010,Real Estate,AU,7.561504576
2 avr. 2025,112920,SUN AU,Suncorp Group Ltd.,40301040,Insurance,AU,10.67567003
2 avr. 2025,11293680,SIME MK,Sime Darby Bhd,20105010,Capital Goods,MY,9.894645777
2 avr. 2025,112938,MND AU,Monadelphous Group Ltd.,20103010,Capital Goods,AU,10.68630792
2 avr. 2025,11294417,INEA FP,Foncière Inea,60101040,Real Estate,FR,9.35604628
2 avr. 2025,11294613,IBKR US,Interactive Brokers Group Inc,40203020,Diversified Financials,US,9.876732892
2 avr. 2025,112958,NCM AU,Newcrest Mining Ltd.,15104030,Materials,AU,16.19564857
2 avr. 2025,112977,ANN AU,Ansell Ltd.,35101020,Healthcare Equipment & Services,AU,13.13121059
2 avr. 2025,11297838,ASTRA IN,Astral Ltd.,20102010,Capital Goods,IN,9.787996547
2 avr. 2025,112994,PPT AU,Perpetual Ltd.,40203010,Diversified Financials,AU,13.43911489
2 avr. 2025,11300065,1898 HK,China Coal Energy Co. Ltd.,10102050,Energy,CN,4.869076698
2 avr. 2025,113011,QBE AU,QBE Insurance Group Ltd.,40301040,Insurance,AU,14.22254856
2 avr. 2025,113022,REH AU,Reece Ltd.,20107010,Capital Goods,AU,7.022351178
2 avr. 2025,11302554,4736 TT,TaiDoc Technology Corp.,35101010,Healthcare Equipment & Services,TW,6.584754036
2 avr. 2025,11302934,MYEG MK,My EG Services Bhd,20202020,Commercial & Professional Services,MY,6.371060023
2 avr. 2025,113039,RSG AU,Resolute Mining Ltd.,15104030,Materials,AU,16.01880548
2 avr. 2025,113041,STO AU,Santos Ltd.,10102020,Energy,AU,10.42377438
2 avr. 2025,113048,SGM AU,Sims Ltd,15104050,Materials,AU,14.67994069
2 avr. 2025,113055,SOL AU,Washington H. Soul Pattinson & Co. Ltd.,40201030,Diversified Financials,AU,11.42584281
2 avr. 2025,113064,SBM AU,St. Barbara Ltd.,15104030,Materials,AU,14.9501284
2 avr. 2025,113073,EYPT US,EyePoint Pharmaceuticals Inc,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",US,7.980334218
2 avr. 2025,11309531,LPSB3 BZ,LPS Brasil - Consultoria de Imoveis SA,60102040,Real Estate,BR,1.254655832
2 avr. 2025,11311077,EIG US,Employers Holdings Inc.,40301040,Insurance,US,4.321851326
2 avr. 2025,113129,WES AU,Wesfarmers Ltd.,25504030,Retailing,AU,13.57385149
2 avr. 2025,113140,ILU AU,Iluka Resources Ltd.,15104020,Materials,AU,10.9233928
2 avr. 2025,113143,MGX AU,Mount Gibson Iron Ltd.,15104050,Materials,AU,10.60720316
2 avr. 2025,113147,WDS AU,Woodside Energy Group Ltd.,10102020,Energy,AU,14.89287536
2 avr. 2025,113148,WOW AU,Woolworths Group Ltd.,30101030,Food & Staples Retailing,AU,13.9731615
2 avr. 2025,113157,AIR NZ,Air New Zealand Ltd.,20302010,Transportation,NZ,9.986983295
2 avr. 2025,113168,2469501D NZ,,,,,14.42799982
2 avr. 2025,113174,GLL SP,GL Ltd.,25301020,Consumer Services,SG,9.98837714
2 avr. 2025,113193,EBO NZ,EBOS Group Ltd,35102010,Healthcare Equipment & Services,AU,9.911129715
2 avr. 2025,113198,FPH NZ,Fisher & Paykel Healthcare Corp. Ltd.,35101010,Healthcare Equipment & Services,NZ,8.830952876
2 avr. 2025,113206,THL NZ,Tourism Holdings Ltd,25504050,Retailing,NZ,9.485547242
2 avr. 2025,113242,POT NZ,Port of Tauranga Ltd.,20305030,Transportation,NZ,8.690824879
2 avr. 2025,113253,SAN NZ,Sanford Ltd.,30202030,"Food, Beverage & Tobacco",NZ,10.32536876
2 avr. 2025,113275,8341 JP,The 77 Bank Ltd.,40101015,Banks,JP,6.23949221
2 avr. 2025,113276,5142 JP,Achilles Corp.,15101010,Materials,JP,11.35753906
2 avr. 2025,113278,6857 JP,Advantest Corp.,45301010,Semiconductors & Semiconductor Equipment,JP,10.29376031
2 avr. 2025,113280,4206 JP,Aica Kogyo Co Ltd,15101050,Materials,JP,11.21602762
2 avr. 2025,113282,6345 JP,Aichi Corp.,20106010,Capital Goods,JP,8.045513911
2 avr. 2025,113285,5482 JP,Aichi Steel Corp.,15104050,Materials,JP,13.02130341
2 avr. 2025,113287,6118 JP,Aida Engineering Ltd.,20106020,Capital Goods,JP,7.4281584
2 avr. 2025,113289,7259 JP,Aisin Corp.,25101010,Automobiles & Components,JP,10.29078675
2 avr. 2025,113292,2802 JP,Ajinomoto Co. Inc.,30202030,"Food, Beverage & Tobacco",JP,12.68910895
2 avr. 2025,113296,8343 JP,The Akita Bank Ltd.,40101015,Banks,JP,5.469334608
2 avr. 2025,113297,9202 JP,ANA HOLDINGS INC.,20302010,Transportation,JP,9.332714762
